Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID,,,,,
"Zhang K., Dong X.-A., Chen X.-G., Li Y., Deng Z.-H.",56555550400;55272750400;55739062000;57192524437;36839218900;,Forensic age estimation through evaluation of the apophyseal ossification of the iliac crest in Western Chinese,2015,Forensic Science International,252,,,1.92E+03,1.92E+07,,5,10.1016/j.forsciint.2015.04.032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937957103&doi=10.1016%2fj.forsciint.2015.04.032&partnerID=40&md5=c18f551ebbc3300e6f65ba24c40d0921,Forensic age estimation; Iliac crest apophysis; Ossification stages; Pelvic radiography,"adolescent; adult; age determination; Article; bone maturation; female; forensic identification; Han Chinese; human; iliac crest; iliac crest apophysis; male; ossification; pelvis radiography; prediction; priority journal; receiver operating characteristic; young adult; Asian continental ancestry group; bone age determination; bone development; China; diagnostic imaging; forensic anthropology; growth, development and aging; iliac bone; physiology; procedures; retrospective study; sensitivity and specificity; Adolescent; Adult; Age Determination by Skeleton; Asian Continental Ancestry Group; China; Female; Forensic Anthropology; Humans; Ilium; Male; Osteogenesis; Retrospective Studies; ROC Curve; Sensitivity and Specificity; Young Adult",Article,Final,,Scopus,2-s2.0-84937957103,,,,,
"Acharya A.B., Bhowmik B., Naikmasur V.G.",20733606100;55585857600;24335917800;,Accuracy of identifying juvenile/adult status from third molar development using prediction probabilities derived from logistic regression analysis,2014,Journal of Forensic Sciences,59,3,,665,670,,9,10.1111/1556-4029.12366,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899049518&doi=10.1111%2f1556-4029.12366&partnerID=40&md5=e9990a3d9713eef5cc8a30ef39342e13,Age estimation; Age-group allocation; Forensic odontology; Forensic science; India; Köhler's grading; Majority status; Minority status; Tooth calcification,"adolescent; adult; age determination; dentistry; female; growth, development and aging; human; India; male; molar tooth; panoramic radiography; procedures; radiography; sexual development; statistical model; tooth development; tooth root; young adult; Adolescent; Adult; Age Determination by Teeth; Female; Forensic Dentistry; Humans; India; Logistic Models; Male; Molar, Third; Radiography, Panoramic; Sex Characteristics; Tooth Calcification; Tooth Root; Young Adult",Article,Final,,Scopus,2-s2.0-84899049518,,,,,
"AlQahtani S.J., Hector M.P., Liversidge H.M.",56450570300;36117792800;6602158831;,"Accuracy of dental age estimation charts: Schour and Massler, Ubelaker and the London Atlas",2014,American Journal of Physical Anthropology,154,1,,70,78,,53,10.1002/ajpa.22473,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898038391&doi=10.1002%2fajpa.22473&partnerID=40&md5=bb0410fda9bdb6c01ac3bd8e79a523d7,age estimation; children; dentition; forensic; teeth,"adult; age; age determination; article; child; clinical assessment; clinical assessment tool; controlled study; dental age determination chart; dental patient; female; groups by age; human; intermethod comparison; london atlas massler dental age determination chart; male; massler dental age determination chart; measurement accuracy; molar tooth; prenatal period; reproducibility; schour dental age determination chart; skeleton; tooth age; tooth development; ubelaker dental age determination chart; X ray; X ray film; age estimation; children; dentition; forensic; teeth; Adolescent; Adult; Age Determination by Teeth; Child; Child, Preschool; Female; Humans; Infant; Infant, Newborn; London; Male; Reference Values; Tooth; Young Adult",Article,Final,,Scopus,2-s2.0-84898038391,,,,,
"Alshihri A.M., Kruger E., Tennant M.",56659440200;9941625900;35564059300;,Western Saudi adolescent age estimation utilising third molar development,2014,European Journal of Dentistry,8,3,,296,301,,5,10.4103/1305-7456.137628,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986905917&doi=10.4103%2f1305-7456.137628&partnerID=40&md5=8aa844e37cc9febfb22f1e4ab190390c,Age estimation; Chronological age; Forensic odontology; Third molars; Tooth mineralization; Western Saudi Arabia,,Article,Final,Open Access,Scopus,2-s2.0-84986905917,,,,,
"Altalie S., Thevissen P., Fieuws S., Willems G.",56100016700;13407275300;6603226166;7102007238;,Optimal Dental Age Estimation Practice in United Arab Emirates' Children,2014,Journal of Forensic Sciences,59,2,,383,385,,18,10.1111/1556-4029.12351,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897614667&doi=10.1111%2f1556-4029.12351&partnerID=40&md5=c58eb64bcc6e9af4c98d5807e1cdaebc,Dental age estimation; Forensic odontology; Forensic science; Tooth development; United Arab Emirates; Willems model,"adolescent; adult; age determination; article; child; dental age estimation; dentistry; dentition; female; forensic science; growth, development and aging; human; male; mandible; methodology; molar tooth; panoramic radiography; preschool child; radiography; statistical model; tooth; tooth development; United Arab Emirates; Willems model; young adult; dental age estimation; forensic odontology; forensic science; tooth development; United Arab Emirates; Willems model; Adolescent; Adult; Age Determination by Teeth; Child; Child, Preschool; Dentition, Permanent; Female; Forensic Dentistry; Humans; Linear Models; Male; Mandible; Molar, Third; Radiography, Panoramic; Tooth; United Arab Emirates; Young Adult",Article,Final,,Scopus,2-s2.0-84897614667,,,,,
"Altunsoy M., Nur B.G., Akkemik O., Ok E., Evcil M.S.",55878101500;35574245600;56491102200;55837315300;6507230526;,Applicability of the Demirjian method for dental age estimation in western Turkish children,2014,Acta Odontologica Scandinavica,73,2,,121,125,,12,10.3109/00016357.2014.956333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921507454&doi=10.3109%2f00016357.2014.956333&partnerID=40&md5=615aac4c866ede051727dd3f42e9c1eb,Demirjian method; Dental age; Forensic dentistry,"adolescent; age; child; dental age estimation; female; human; male; panoramic radiography; physiology; procedures; retrospective study; sex difference; tooth development; tooth radiography; Turkey; Adolescent; Age Determination by Teeth; Age Factors; Child; Female; Humans; Male; Odontogenesis; Radiography, Dental, Digital; Radiography, Panoramic; Retrospective Studies; Sex Factors; Turkey",Article,Final,,Scopus,2-s2.0-84921507454,,,,,
"Ambarkova V., Galić I., Vodanović M., Biočina-Lukenda D., Brkić H.",53363277800;57202373100;12446817300;6603153131;6701830546;,Dental age estimation using demirjian and willems methods: Cross sectional study on children from the former yugoslav republic of macedonia,2014,Forensic Science International,234,,,1.87E+03,1.87E+09,,47,10.1016/j.forsciint.2013.10.024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891347216&doi=10.1016%2fj.forsciint.2013.10.024&partnerID=40&md5=8910b6344cd9baa5694c88eaf327752d,Age calculation; Demirjian methods; Dental age; Forensic odontology; Former Yugoslav Republic of Macedonia; Willems method,"accuracy; adolescent; age; age determination; article; calculation; child; controlled study; cross-sectional study; Demirjian method; female; human; intermethod comparison; interrater reliability; intrarater reliability; Macedonia (republic); male; mathematical model; panoramic radiography; preschool child; priority journal; school child; tooth age; tooth development; Willems method; Age calculation; Demirjian methods; Dental age; Forensic odontology; Former Yugoslav Republic of Macedonia; Willems method; Adolescent; Age Determination by Teeth; Child; Cross-Sectional Studies; Female; Forensic Dentistry; Humans; Macedonia (Republic); Male; Radiography, Panoramic; Sex Characteristics; Tooth; Tooth Calcification",Article,Final,,Scopus,2-s2.0-84891347216,,,,,
"Anju S., Kumar S.D.",57203130084;57203127508;,Radiological study of union of lower end of humerus for estimation of age in Agra region,2014,Journal of Forensic Medicine and Toxicology,31,1,,44,46,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050645279&partnerID=40&md5=b80f1a8b1a093e19e60c996fd6f92154,Radiological examination; Skeletal age; Union,article; court; human; humerus; radiodiagnosis,Article,Final,,Scopus,2-s2.0-85050645279,,,,,
Baghdadi Z.D.,6603693558;,Testing international dental maturation scoring system and population-specific Demirjian versions on Saudi sub-population,2014,Journal of Clinical and Experimental Dentistry,6,2,,e138,e144,,2,10.4317/jced.51373,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940286425&doi=10.4317%2fjced.51373&partnerID=40&md5=01d2e6e788b06930f60a78d34e82a541,Age estimation; Forensic dentistry; Juvenile; Saudi Arabia,,Article,Final,Open Access,Scopus,2-s2.0-84940286425,,,,,
"Balachandran A., Kartha M., Krishna A., Jerry T., Prathilash K., Prem T.N., Libu G.K., Krishnan B., John L.",55804759700;56678612300;56678352900;51561752900;56678677800;55804813800;55839296000;56678376800;56678367400;,"A study of ossification of capitate, hamate, triquetral & lunate in forensic age estimation",2014,Indian Journal of Forensic Medicine and Toxicology,8,2,,218,224,,,10.5958/0973-9130.2014.00720.8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930848538&doi=10.5958%2f0973-9130.2014.00720.8&partnerID=40&md5=374cf3215a811d7c98ce59c562c4d3c0,Age determination in the living; Capitate; Carpal bone; Forensic age estimation; Hamate; Kerala data; Lower end of radius; Lunate; Skeletal change; Triquetral,age determination; Article; capitate bone; child; diagnostic accuracy; female; forensic science; hamate bone; human; infant; lunate bone; male; nutritional deficiency; ossification; receiver operating characteristic; sensitivity and specificity; socioeconomics; triquetrum bone; X ray,Article,Final,,Scopus,2-s2.0-84930848538,,,,,
"Cameriere R., Pacifici A., Viva S., Carbone D., Pacifici L., Polimeni A.",6507826165;55860800810;56899007600;56397780800;7004556767;55018305300;,Adult or not? Accuracy of Cameriere's cut-off value for third molar in assessing 18 years of age for legal purposes,2014,Minerva stomatologica,63,9,,283,294,,16,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976523221&partnerID=40&md5=3a004fc10286f58b1aea0f5f148649b5,,"adolescent; age; dental age estimation; dentistry; female; human; Italy; male; migration; molar tooth; panoramic radiography; procedures; reproducibility; sensitivity and specificity; young adult; Adolescent; Age Determination by Teeth; Age Factors; Female; Forensic Dentistry; Humans; Italy; Male; Molar, Third; Radiography, Panoramic; Reproducibility of Results; Sensitivity and Specificity; Transients and Migrants; Young Adult",Article,Final,,Scopus,2-s2.0-84976523221,,,,,
"Cameriere R., Santoro V., Roca R., Lozito P., Introna F., Cingolani M., Galić I., Ferrante L.",6507826165;22951918900;55205921000;24470262300;7003289493;55374730500;57202373100;55327516300;,Assessment of legal adult age of 18 by measurement of open apices of the third molars: Study on the Albanian sample,2014,Forensic Science International,245,,,2.05E+03,2.05E+07,,33,10.1016/j.forsciint.2014.10.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912051490&doi=10.1016%2fj.forsciint.2014.10.013&partnerID=40&md5=ee8208bef65d0b4898607d6e03180d3c,Age estimation; Cut-off; Forensic anthropology population data; Forensic sciences; Third molar index; Unaccompanied minor,"adolescent; adult; age determination; age distribution; Albania; anthropometric parameters; Article; Cameriere third molar index; female; human; male; measurement accuracy; molar tooth; panoramic radiography; reference value; sensitivity and specificity; cross-sectional study; dental age estimation; diagnostic imaging; growth, development and aging; molar tooth; procedures; tooth apex; young adult; Adolescent; Age Determination by Teeth; Albania; Cross-Sectional Studies; Female; Humans; Male; Molar, Third; Radiography, Panoramic; Sensitivity and Specificity; Tooth Apex; Young Adult",Article,Final,,Scopus,2-s2.0-84912051490,,,,,
"Can I.O., Ekizoglu O., Hocaoglu E., Inci E., Sayin I., Kaya K.H.",8549233000;23988760300;35148019300;26431438600;8616656600;53264043100;,Forensic age estimation by spheno-occipital synchondrosis fusion degree: Computed tomography analysis,2014,Journal of Craniofacial Surgery,25,4,,1212,1216,,11,10.1097/SCS.0000000000000847,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904200942&doi=10.1097%2fSCS.0000000000000847&partnerID=40&md5=e0daf9b7876c0209d6a3db3dbf1d6afe,Age estimation; Craniofacial; Forensic medicine; Spheno-occipital syncondrosis,"adolescent; adult; age determination; bone development; child; computer assisted tomography; female; human; male; occipital bone; physiology; preschool child; procedures; radiography; reference value; sex difference; skull base; sphenoid; young adult; Adolescent; Adult; Age Determination by Skeleton; Child; Child, Preschool; Female; Humans; Male; Occipital Bone; Osteogenesis; Reference Values; Sex Factors; Skull Base; Sphenoid Bone; Tomography, X-Ray Computed; Young Adult",Article,Final,,Scopus,2-s2.0-84904200942,,,,,
"Celik S., Zeren C., Çelikel A., Yengil E., Altan A.",24167735400;54379416200;34869158200;35489765100;55882934700;,Applicability of the Demirjian method for dental assessment of southern Turkish children,2014,Journal of Forensic and Legal Medicine,25,,,1,5,,14,10.1016/j.jflm.2014.04.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900433496&doi=10.1016%2fj.jflm.2014.04.006&partnerID=40&md5=3b9683ac4e2c51095dc6168a4ac606d3,Age estimation; Demirjian method; Dental age; Forensic anthropology population data; Forensic odontology,"adolescent; age determination; article; child; demirjian technique; dentistry; ethnic group; female; forensic identification; groups by age; human; male; measurement accuracy; pediatrics; physical anthropology; preschool child; retrospective study; school child; sex difference; sex ratio; tooth development; tooth radiography; Turkey (republic); mandible; panoramic radiography; procedures; reproducibility; tooth development; Turkey; Adolescent; Age Determination by Teeth; Child; Child, Preschool; Female; Humans; Male; Mandible; Radiography, Panoramic; Reproducibility of Results; Retrospective Studies; Tooth Calcification; Turkey",Article,Final,,Scopus,2-s2.0-84900433496,,,,,
